1;View;;/admin/course-header;0;11;1;1;1
2;Approval;;/admin/course-header-approval;0;11;1;1;2
3;View;;/admin/course-detail;0;16;1;0;3
4;Approval;;/admin/course-detail-approval;0;16;1;1;4
5;View;;/admin/course-detail-document;0;17;1;0;5
6;Approval;;/admin/course-detail-document-approval;0;17;1;1;6
7;View;;/setting/user;0;8;1;1;7
8;Approval;;/setting/user-approval;0;8;1;1;8
