1;1;MATERNAL;86;88
2;2;MATERNAL;87;89
3;3;MATERNAL;94;96
4;1;NEONATAL;90;92
5;2;NEONATAL;90;94
6;3;NEONATAL;97;98
7;1;TATAKELOLA KLINIS;93;92
8;2;TATAKELOLA KLINIS;100;93
9;3;TATAKELOLA KLINIS;100;93
10;1;PENCEGAHAN INFEKSI;77;97
11;2;PENCEGAHAN INFEKSI;79;97
12;3;PENCEGAHAN INFEKSI;83;98
13;1;TOTAL;96;92
14;2;TOTAL;89;93
15;3;TOTAL;93;96
